nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalite_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,smoker_num,sexe_num,sport_licence_num,nationalite_francaise_num,orientation_sexuelle_num,niveau_etude_num,region_num
Cruz,Terri,57,164.4,83.1,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,hom,3,26.9,2759.0,célibataire,3.0,0.54,2024-05-16,575.0,1101.1599999999999,12850.06110580871,1,0,0,1,0,5,2
Bullock,Paula,40,169.4,63.1,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,het,0,275.1,2559.0,veuf,5.0,0.83,2022-01-13,578.0,1192.84,8329.184540607268,0,0,0,1,1,2,5
Hardy,Barry,24,167.0,70.1,H,non,bac,Auvergne-Rhône-Alpes,non,non,het,5,332.4,2899.0,marié,5.0,0.68,2020-05-27,578.0,916.2879999999999,5272.078202260554,0,0,0,0,1,2,2
Rocha,Derek,37,173.3,75.6,F,oui,bac+2,Hauts-de-France,non,non,het,4,98.7,607.0,divorcé,1.0,0.11,2022-09-17,381.0,839.5559999999999,500.0,0,1,1,0,1,3,4
Diaz,Erika,60,162.6,104.20900000000002,F,oui,bac,Île-de-France,oui,oui,hom,3,98.1,500.0,divorcé,0.0,0.76,2020-10-22,340.0,675.32,500.0,1,1,1,1,0,2,1
Moore,Shelby,55,161.1,76.9,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,2,225.5,959.0,marié,4.0,0.64,2025-05-17,573.0,791.4040000000001,500.0,1,1,0,1,1,3,2
Walker,Bradley,53,169.7,62.2,F,non,aucun,Auvergne-Rhône-Alpes,non,non,het,0,273.0,500.0,veuf,1.0,0.87,2022-08-29,582.0,1279.72,500.0,0,1,0,0,1,1,2
Martin,Michelle,51,157.6,65.9,H,oui,doctorat,Normandie,oui,oui,het,2,175.4,841.0,divorcé,5.0,0.19,2023-05-17,476.0,621.482,15211.678145341306,1,0,1,1,1,5,7
Carpenter,Jared,26,149.2,84.1,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,het,-2,438.6,2171.0,veuf,5.0,0.7,2024-01-17,340.0,910.092,500.0,0,0,1,1,1,2,5
Chang,Gary,53,174.2,60.9,H,oui,bac,Occitanie,non,non,het,1,235.3,3408.0,célibataire,3.0,0.18,2023-06-14,575.0,933.0260000000001,500.0,0,0,1,0,1,2,6
Sandoval,Brian,38,175.0,82.2,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,het,2,330.8,2779.0,veuf,5.0,0.98,2020-02-06,341.0,600.26,500.0,1,0,1,0,1,5,5
Bryant,Timothy,23,188.9,62.5,F,oui,aucun,Normandie,non,oui,het,3,98.4,2299.0,célibataire,2.0,0.79,2024-09-20,570.0,530.054,1906.9583724923764,0,1,1,1,1,1,7
Richmond,Anthony,48,163.4,44.8,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,het,2,80.5,2473.0,célibataire,4.0,0.56,2023-06-08,719.0,868.302,500.0,0,0,1,0,1,3,2
Taylor,Lonnie,26,169.9,55.7,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,1,457.6,5476.0,divorcé,4.0,0.24,2025-03-12,573.0,846.36,9948.821126886953,1,0,0,1,1,2,2
Carter,Emily,29,166.4,81.4,H,oui,master,Normandie,non,oui,het,2,139.2,3189.0,marié,2.0,0.4,2020-04-23,830.0,840.2940000000001,22780.826278044955,0,0,1,1,1,4,7
Thompson,Katherine,65,164.8,104.20900000000002,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,2,73.1,500.0,marié,5.0,0.44,2024-12-17,578.0,870.742,9883.846796641545,0,0,1,1,1,1,5
Higgins,Jeremy,62,168.0,61.4,H,oui,bac+2,Île-de-France,non,oui,hom,2,231.9,1264.0,marié,5.0,0.95,2022-04-17,318.0,813.344,22150.047884630072,0,0,1,1,0,3,1
Payne,Jennifer,40,165.8,58.2,F,oui,doctorat,Île-de-France,non,oui,het,0,307.5,3808.0,célibataire,4.0,0.7,2023-06-29,476.0,1099.9019999999998,33085.57158869816,0,1,1,1,1,5,1
Oconnell,Kevin,47,176.2,55.0,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,0,96.0,4424.0,divorcé,1.0,0.48,2020-02-09,689.0,830.4559999999999,19316.473971898955,1,0,1,1,1,3,5
Stone,Rebecca,52,172.7,74.2,F,oui,master,Corse,non,oui,het,3,244.9,3461.0,divorcé,1.0,0.08,2022-03-21,455.0,917.9639999999999,24819.146175092945,0,1,1,1,1,4,8
Butler,Christina,62,151.9,70.8,F,non,bac+2,Hauts-de-France,oui,oui,het,1,271.9,4860.0,marié,4.0,0.72,2022-05-30,573.0,674.016,6115.360294199886,1,1,0,1,1,3,4
Reyes,Brittney,37,164.6,56.5,F,non,doctorat,Corse,non,non,het,1,85.1,1713.0,veuf,1.0,0.21,2023-07-28,403.0,613.3219999999999,500.0,0,1,0,0,1,5,8
Davis,Joshua,57,188.7,62.7,H,oui,master,Île-de-France,oui,non,het,0,383.0,4288.0,divorcé,4.0,0.62,2025-01-27,573.0,839.9459999999999,500.0,1,0,1,0,1,4,1
Gonzalez,Dillon,26,173.3,41.7,H,non,master,Île-de-France,oui,oui,het,3,422.5,1906.0,célibataire,5.0,0.41,2021-04-05,647.0,885.93,17905.13205389855,1,0,0,1,1,4,1
Noble,Kristen,31,174.1,70.2,H,non,master,Bretagne,oui,non,het,0,535.4,2338.0,célibataire,0.0,0.23,2024-06-23,560.0,729.272,500.0,1,0,0,0,1,4,3
Johnson,Kayla,59,170.2,54.4,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,0,119.7,2384.0,célibataire,5.0,0.23,2022-06-02,726.0,852.76,500.0,1,1,0,1,1,1,5
Ewing,Benjamin,60,165.8,91.6,H,oui,aucun,Corse,non,oui,het,4,411.2,2019.0,marié,2.0,0.14,2025-04-04,379.0,850.366,4735.60356989317,0,0,1,1,1,1,8
Barber,Maria,44,180.4,83.2,F,oui,master,Île-de-France,non,oui,het,1,271.1,1692.0,divorcé,4.0,0.18,2024-08-12,573.0,1179.71,22619.40956320405,0,1,1,1,1,4,1
Rodriguez,Susan,45,175.9,66.5,H,non,bac+2,Normandie,non,oui,het,0,-12.2,1595.0,marié,4.0,0.8,2024-03-13,573.0,992.7819999999999,7403.9642438986575,0,0,0,1,1,3,7
Andrade,Brent,50,170.6,79.1,F,non,master,Corse,oui,oui,het,1,327.7,3157.0,célibataire,3.0,0.11,2024-01-14,575.0,670.704,500.0,1,1,0,1,1,4,8
Johnson,Maria,38,166.0,40.3,F,oui,bac+2,Hauts-de-France,non,non,het,1,272.4,1404.0,veuf,1.0,0.36,2020-04-21,582.0,861.4280000000001,500.0,0,1,1,0,1,3,4
Strickland,Emily,61,169.3,66.5,H,oui,doctorat,Occitanie,oui,oui,het,0,288.1,5045.0,marié,1.0,0.28,2021-04-15,697.0,799.884,27991.03951965214,1,0,1,1,1,5,6
Charles,Terri,49,157.7,68.0,H,oui,bac+2,Corse,non,oui,hom,0,266.3,2250.0,célibataire,5.0,0.34,2023-01-13,578.0,569.3480000000001,5895.757226166676,0,0,1,1,0,3,8
Robinson,Brian,68,162.0,72.4,F,non,master,Provence-Alpes-Côte d’Azur,non,non,het,4,248.5,1811.0,divorcé,5.0,0.15,2022-03-07,578.0,674.266,500.0,0,1,0,0,1,4,5
Lawrence,Heather,61,174.4,70.0,F,non,bac+2,Corse,oui,non,het,2,292.7,2201.0,veuf,2.0,0.65,2020-11-23,666.0,857.2,500.0,1,1,0,0,1,3,8
Williams,Jodi,49,172.5,91.8,F,non,bac,Normandie,non,oui,het,1,269.9,2378.0,divorcé,3.0,0.06,2023-03-05,624.0,884.41,4244.287087773865,0,1,0,1,1,2,7
Clark,Karen,73,177.5,49.2,F,non,bac+2,Hauts-de-France,non,oui,het,2,495.0,1631.0,marié,5.0,0.67,2023-01-02,578.0,775.158,12004.6465475059,0,1,0,1,1,3,4
House,Megan,75,177.6,76.9,F,non,aucun,Occitanie,non,oui,het,2,55.6,1316.0,célibataire,3.0,0.77,2020-05-21,564.0,774.338,500.0,0,1,0,1,1,1,6
Brown,Amber,50,178.0,63.5,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,1,151.7,1234.0,célibataire,5.0,0.4,2024-12-02,578.0,823.53,3312.0721402400927,0,0,0,1,1,1,5
Perry,Erin,39,168.6,72.2,F,non,bac+2,Corse,oui,non,het,-1,265.1,3064.0,célibataire,2.0,0.44,2025-04-02,570.0,891.7439999999999,500.0,1,1,0,0,1,3,8
Gray,Sharon,41,158.2,66.5,F,non,master,Bretagne,non,non,het,4,215.1,3158.0,veuf,0.0,0.6,2023-06-08,560.0,1049.44,2882.311024005486,0,1,0,0,1,4,3
Cervantes,Taylor,53,156.4,51.0,H,non,master,Corse,oui,non,het,2,222.2,2232.0,marié,5.0,0.14,2023-07-02,578.0,848.9100000000001,500.0,1,0,0,0,1,4,8
Lucas,Carrie,40,147.89100000000002,77.6,F,non,bac,Île-de-France,non,non,het,1,299.0,4067.0,célibataire,3.0,0.15,2021-04-29,586.0,844.39,500.0,0,1,0,0,1,2,1
Torres,Michael,39,148.8,77.9,H,oui,bac,Hauts-de-France,non,oui,het,2,202.7,1835.0,célibataire,2.0,0.38,2025-03-23,379.0,695.5539999999999,7966.636289514005,0,0,1,1,1,2,4
Thompson,Timothy,75,162.9,52.0,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,het,0,322.4,2458.0,divorcé,4.0,0.52,2022-07-28,551.0,750.822,16903.79388141983,0,1,1,1,1,5,2
Fitzgerald,Betty,24,176.1,64.2,F,non,bac,Bretagne,oui,oui,het,0,212.5,805.0,marié,2.0,0.25,2022-02-04,837.0,809.246,500.0,1,1,0,1,1,2,3
Aguilar,Kathy,44,191.7,71.2,F,non,aucun,Hauts-de-France,non,oui,het,0,330.9,936.0,divorcé,0.0,0.74,2022-05-19,374.0,813.9779999999998,500.0,0,1,0,1,1,1,4
Davis,Matthew,57,166.8,44.8,H,non,bac,Corse,oui,oui,het,2,95.1,2299.0,célibataire,2.0,0.54,2024-06-10,651.0,773.0380000000001,500.0,1,0,0,1,1,2,8
Allen,Dawn,61,147.9,68.9,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,het,4,342.2,2950.0,célibataire,1.0,0.63,2025-04-23,582.0,794.0,15674.757076699983,0,1,1,0,1,5,2
Thornton,Sara,73,163.7,66.7,F,non,bac,Bretagne,oui,oui,hom,0,298.6,1393.0,célibataire,5.0,0.16,2021-05-28,578.0,851.5780000000001,500.0,1,1,0,1,0,2,3
Gonzalez,Willie,51,181.9,70.6,F,oui,bac+2,Hauts-de-France,oui,non,het,3,50.3,4834.0,divorcé,5.0,0.65,2024-11-09,784.0,941.4039999999999,500.0,1,1,1,0,1,3,4
Pollard,Toni,25,163.0,44.8,F,non,doctorat,Hauts-de-France,oui,oui,het,3,190.7,2613.0,veuf,4.0,0.11,2023-09-16,311.0,794.318,9249.338008178283,1,1,0,1,1,5,4
Stephenson,Brent,69,175.1,77.1,F,oui,bac+2,Occitanie,oui,oui,het,2,204.5,3778.0,marié,1.0,0.11,2020-08-22,582.0,549.118,24140.794380136525,1,1,1,1,1,3,6
Hoffman,Stacy,54,174.6,72.1,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,het,2,475.9,500.0,célibataire,4.0,0.66,2021-06-10,793.0,870.742,23907.517505729626,1,1,1,1,1,4,5
Adkins,Sheila,42,177.7,56.9,H,oui,bac+2,Normandie,oui,oui,het,0,281.1,2952.0,veuf,2.0,0.21,2023-02-13,570.0,703.8979999999999,8260.781038647026,1,0,1,1,1,3,7
Perez,Amy,44,173.7,43.6,H,non,master,Hauts-de-France,non,oui,het,0,380.9,722.0,célibataire,0.0,0.18,2023-09-20,688.0,984.8040000000001,500.0,0,0,0,1,1,4,4
Dunn,Daniel,33,172.9,99.3,H,oui,bac+2,Corse,oui,oui,het,2,283.0,1900.0,veuf,1.0,0.46,2023-07-30,582.0,409.492,4378.381195835579,1,0,1,1,1,3,8
Gonzalez,John,74,190.7,56.4,F,oui,aucun,Bretagne,oui,non,het,2,433.5,3283.0,marié,3.0,0.84,2021-12-04,575.0,1035.76,500.0,1,1,1,0,1,1,3
Bailey,John,39,160.0,58.7,F,non,bac+2,Corse,oui,non,het,3,162.9,3583.0,divorcé,0.0,0.7,2023-09-15,749.0,1298.3356,500.0,1,1,0,0,1,3,8
Booth,Victor,55,165.8,60.5,F,oui,master,Auvergne-Rhône-Alpes,oui,non,het,1,401.7,1868.0,divorcé,0.0,0.47,2021-08-31,692.0,299.58,500.0,1,1,1,0,1,4,2
Ramirez,Amy,70,189.3,70.8,H,oui,bac,Normandie,non,non,het,4,409.1,2298.0,divorcé,0.0,0.77,2020-06-16,560.0,530.054,2192.0624500531503,0,0,1,0,1,2,7
Ellis,Sherry,47,174.2,81.9,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,het,2,355.1,3010.0,marié,3.0,0.72,2021-07-21,575.0,752.8799999999999,32202.496563884648,0,1,0,1,1,5,2
Larson,Miranda,32,170.4,66.4,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,3,173.3,2491.0,marié,0.0,0.35,2021-12-11,759.0,783.9620000000001,24344.64026986155,0,1,0,1,1,3,5
Berger,Sharon,31,179.1,83.2,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,het,2,102.5,1335.0,divorcé,0.0,0.01,2020-06-09,560.0,1298.3356,8381.80723000667,1,1,1,1,1,4,2
Hunt,Madeline,41,181.5,65.4,F,oui,doctorat,Hauts-de-France,oui,oui,het,2,292.4,3993.0,marié,2.0,0.18,2023-11-04,570.0,848.6139999999999,19593.096265003594,1,1,1,1,1,5,4
Gill,Maureen,22,154.4,47.5,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,het,3,153.7,1304.0,veuf,0.0,0.75,2025-02-23,560.0,799.534,500.0,1,1,0,0,1,4,5
Armstrong,Nicole,70,159.9,81.7,H,non,bac+2,Corse,non,oui,het,2,308.4,2300.0,marié,2.0,0.98,2023-11-25,575.0,346.69,6913.488862019896,0,0,0,1,1,3,8
Sullivan,Joseph,41,173.6,44.8,F,non,master,Normandie,oui,non,het,4,378.3,2599.0,divorcé,4.0,0.79,2022-04-08,416.0,537.232,500.0,1,1,0,0,1,4,7
Greene,Madison,54,164.2,91.9,F,non,bac,Corse,oui,non,het,0,504.7,1087.0,marié,0.0,0.48,2021-09-11,839.0,1060.806,500.0,1,1,0,0,1,2,8
Sanchez,Thomas,46,169.9,72.9,H,oui,bac+2,Bretagne,oui,oui,het,2,214.5,2890.0,veuf,0.0,0.34,2023-02-25,454.0,807.806,24950.64603305165,1,0,1,1,1,3,3
Smith,Kendra,75,167.9,85.3,H,oui,aucun,Occitanie,oui,non,het,2,316.7,1345.0,célibataire,5.0,0.23,2023-07-11,578.0,844.778,500.0,1,0,1,0,1,1,6
Martin,Javier,75,150.7,35.391,H,oui,bac,Hauts-de-France,non,non,het,3,198.2,500.0,marié,0.0,0.73,2021-01-20,560.0,675.4100000000001,500.0,0,0,1,0,1,2,4
Alexander,Jessica,70,167.8,47.9,F,oui,aucun,Occitanie,non,non,het,0,384.1,2831.0,marié,1.0,0.48,2024-08-19,582.0,723.346,500.0,0,1,1,0,1,1,6
Blackwell,Victoria,59,175.8,101.7,H,oui,doctorat,Corse,oui,non,het,2,370.0,2720.0,divorcé,1.0,0.03,2022-07-22,582.0,615.55,500.0,1,0,1,0,1,5,8
Smith,Meghan,24,165.5,84.0,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,-1,257.4,3973.0,divorcé,3.0,0.04,2020-08-23,344.0,849.298,500.0,1,1,0,1,1,4,5
Skinner,Kathryn,53,159.5,90.0,H,oui,bac+2,Corse,oui,oui,het,1,192.7,2312.0,divorcé,3.0,0.47,2024-07-12,575.0,897.6120000000001,500.0,1,0,1,1,1,3,8
Lewis,Calvin,19,165.1,80.1,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,2,17.3,3147.0,veuf,0.0,0.11,2021-10-29,450.0,648.462,500.0,1,1,0,1,1,2,5
Estes,Cameron,18,173.5,83.3,F,oui,bac,Hauts-de-France,oui,non,hom,2,308.7,3773.0,célibataire,4.0,0.31,2023-01-19,634.0,630.172,500.0,1,1,1,0,0,2,4
White,Travis,51,172.5,72.0,F,oui,bac,Occitanie,oui,oui,het,3,472.3,828.0,veuf,1.0,0.49,2020-03-10,532.0,682.4739999999999,2685.290504821736,1,1,1,1,1,2,6
Cobb,Karen,66,167.7,101.6,H,non,master,Occitanie,non,oui,het,4,433.3,669.0,veuf,2.0,0.68,2025-02-23,807.0,825.1720000000001,19996.336633495277,0,0,0,1,1,4,6
Jones,Makayla,30,163.0,61.3,H,oui,bac,Hauts-de-France,non,oui,het,0,415.2,3103.0,marié,1.0,0.03,2020-03-10,342.0,729.5600000000001,9354.054698714512,0,0,1,1,1,2,4
Smith,Benjamin,65,182.0,71.1,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,het,3,143.7,2391.0,célibataire,3.0,0.51,2022-09-26,575.0,823.23,16854.43777906557,0,1,0,1,1,3,2
Whitehead,Andrew,63,171.9,65.5,H,non,master,Provence-Alpes-Côte d’Azur,non,non,het,1,447.9,2007.0,célibataire,3.0,0.59,2021-04-29,575.0,741.4680000000001,500.0,0,0,0,0,1,4,5
Myers,Brandi,62,162.0,83.9,F,non,aucun,Hauts-de-France,oui,oui,het,0,312.8,2907.0,marié,2.0,0.52,2024-08-19,570.0,1038.714,500.0,1,1,0,1,1,1,4
Hale,Jose,26,167.7,35.391,F,non,aucun,Bretagne,non,non,het,0,68.9,2098.0,divorcé,3.0,0.66,2020-04-10,575.0,677.3219999999999,500.0,0,1,0,0,1,1,3
Brooks,Kevin,53,193.80900000000003,78.9,H,non,aucun,Normandie,oui,oui,het,5,199.2,3187.0,divorcé,0.0,0.08,2024-09-10,560.0,557.77,10796.599550486097,1,0,0,1,1,1,7
Herman,Amber,51,193.80900000000003,71.4,F,non,bac,Hauts-de-France,oui,oui,het,0,349.7,2735.0,célibataire,1.0,0.79,2023-08-09,411.0,989.8860000000001,500.0,1,1,0,1,1,2,4
Wood,Melissa,28,155.1,84.7,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,het,3,223.2,4052.0,divorcé,4.0,0.69,2024-06-21,525.0,548.556,4447.341900317692,1,0,0,1,1,1,2
Fields,Bruce,70,172.5,63.8,F,non,master,Île-de-France,oui,oui,het,0,355.4,2927.0,célibataire,3.0,0.88,2022-04-24,575.0,1012.392,500.0,1,1,0,1,1,4,1
Wilkins,Amanda,38,176.1,55.6,H,oui,master,Hauts-de-France,oui,oui,het,1,323.8,1566.0,célibataire,3.0,0.56,2024-04-24,575.0,1087.25,12163.506864541228,1,0,1,1,1,4,4
Carr,Frederick,63,168.5,71.0,F,non,aucun,Occitanie,non,non,het,4,195.1,2355.0,veuf,0.0,0.05,2022-12-29,560.0,703.158,500.0,0,1,0,0,1,1,6
Rodriguez,Andrew,18,162.0,78.8,H,oui,bac+2,Hauts-de-France,oui,oui,het,0,335.2,5148.0,marié,3.0,0.34,2020-01-09,575.0,438.416,20188.87698499291,1,0,1,1,1,3,4
Dickerson,Kimberly,61,167.8,81.0,H,oui,doctorat,Normandie,non,non,het,3,174.2,2324.0,veuf,1.0,0.14,2021-07-12,582.0,935.958,7400.416616381762,0,0,1,0,1,5,7
Joseph,Lawrence,33,179.0,36.5,H,non,master,Occitanie,oui,non,hom,3,117.0,1492.0,veuf,1.0,0.59,2023-01-11,690.0,846.3699999999999,500.0,1,0,0,0,0,4,6
Ballard,Jonathan,68,166.1,82.6,F,oui,doctorat,Occitanie,non,oui,het,0,253.8,1184.0,marié,5.0,0.29,2022-11-13,792.0,835.0799999999999,26966.7801680455,0,1,1,1,1,5,6
Cross,Linda,71,165.1,93.5,F,oui,bac+2,Occitanie,oui,oui,het,0,222.5,3459.0,divorcé,4.0,0.98,2022-08-13,573.0,642.59,500.0,1,1,1,1,1,3,6
Livingston,Kimberly,58,171.4,80.4,H,non,bac,Corse,non,oui,hom,2,265.7,2916.0,veuf,1.0,0.48,2022-01-25,321.0,935.9380000000001,926.9332782867954,0,0,0,1,0,2,8
Harrison,Christopher,38,161.5,95.8,H,oui,bac+2,Occitanie,oui,oui,het,1,268.0,3261.0,veuf,1.0,0.19,2021-01-03,593.0,877.6699999999998,5356.262498709536,1,0,1,1,1,3,6
Morgan,Kara,69,178.2,64.1,H,non,bac,Île-de-France,non,non,het,2,320.0,500.0,célibataire,4.0,0.43,2021-07-19,573.0,675.32,500.0,0,0,0,0,1,2,1
Hughes,Jill,28,178.9,72.9,H,non,master,Provence-Alpes-Côte d’Azur,oui,non,het,2,194.3,934.0,divorcé,2.0,0.49,2022-11-19,300.0,619.62,500.0,1,0,0,0,1,4,5
Williams,Vincent,21,171.0,75.0,H,non,master,Hauts-de-France,non,oui,hom,2,379.6,2381.0,célibataire,1.0,0.64,2024-01-07,582.0,829.558,6311.010362176413,0,0,0,1,0,4,4
Dean,Kristin,28,163.7,61.2,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,het,1,360.4,1388.0,marié,3.0,0.15,2024-05-09,627.0,897.39,500.0,1,0,0,1,1,1,2
Franklin,Lisa,24,185.0,70.4,H,oui,bac+2,Corse,oui,oui,het,3,185.6,3499.0,marié,2.0,0.75,2023-04-17,570.0,768.8059999999999,16085.253301915296,1,0,1,1,1,3,8
Gutierrez,Jeanne,63,168.1,58.1,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,het,2,128.2,4024.0,célibataire,1.0,0.99,2022-11-05,582.0,739.2,8218.006507907427,1,1,1,1,1,1,2
Johnson,Amanda,68,186.7,48.7,H,oui,bac,Île-de-France,non,non,het,0,225.3,3740.0,marié,0.0,0.24,2023-12-18,560.0,869.04,500.0,0,0,1,0,1,2,1
Wall,Lisa,47,190.8,71.7,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,het,2,239.3,2593.0,divorcé,3.0,0.39,2022-04-12,575.0,995.966,9633.153915347795,0,1,0,1,1,3,2
Spears,Tammie,63,181.0,47.0,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,3,191.7,2128.0,veuf,1.0,0.49,2020-09-03,582.0,742.76,18651.99769239372,0,0,1,1,1,1,5
Barton,Alyssa,36,175.1,69.2,H,oui,bac,Normandie,oui,non,het,2,149.0,4264.0,célibataire,2.0,0.36,2021-04-23,558.0,662.62,500.0,1,0,1,0,1,2,7
Knight,Michael,28,165.5,59.6,H,oui,aucun,Normandie,oui,oui,het,3,315.2,615.0,marié,4.0,0.29,2024-10-10,573.0,260.35810000000004,500.0,1,0,1,1,1,1,7
Jackson,Kim,66,151.4,57.4,H,non,bac,Bretagne,oui,non,het,2,201.9,1418.0,divorcé,0.0,0.17,2025-04-24,336.0,804.4739999999999,500.0,1,0,0,0,1,2,3
Wilson,Monica,26,191.4,67.7,F,non,master,Auvergne-Rhône-Alpes,non,oui,het,0,318.6,1396.0,célibataire,0.0,0.92,2024-11-22,560.0,503.18,4436.734603644804,0,1,0,1,1,4,2
Decker,Thomas,73,162.3,78.9,F,non,aucun,Auvergne-Rhône-Alpes,non,non,het,0,122.4,3561.0,divorcé,2.0,0.73,2021-03-06,570.0,701.008,500.0,0,1,0,0,1,1,2
Villa,Kristen,73,189.4,38.4,H,non,bac,Normandie,non,oui,het,1,115.5,2961.0,veuf,1.0,0.73,2020-05-16,582.0,631.854,15202.092270048071,0,0,0,1,1,2,7
Zimmerman,Jeffrey,63,180.3,70.6,H,oui,master,Île-de-France,oui,oui,het,2,324.7,1059.0,divorcé,5.0,0.77,2024-10-06,578.0,784.0360000000001,25994.726498833257,1,0,1,1,1,4,1
Blackwell,Alexandra,75,160.5,38.5,F,oui,doctorat,Île-de-France,non,oui,het,3,182.0,800.0,marié,5.0,0.22,2024-04-15,461.0,740.646,35292.23431568441,0,1,1,1,1,5,1
Jones,Molly,39,164.3,47.3,F,oui,aucun,Normandie,non,non,het,0,413.2,3266.0,célibataire,5.0,0.61,2022-05-16,325.0,840.4559999999999,500.0,0,1,1,0,1,1,7
Gomez,Courtney,23,158.9,72.4,H,non,bac+2,Normandie,non,non,het,2,368.2,2020.0,célibataire,3.0,0.6,2020-06-17,313.0,869.232,500.0,0,0,0,0,1,3,7
Alvarez,Donna,40,177.2,72.1,F,oui,bac+2,Normandie,non,oui,het,3,270.9,1783.0,marié,5.0,0.18,2022-08-06,797.0,780.156,23121.04217207909,0,1,1,1,1,3,7
Stone,Christopher,66,181.2,53.2,F,oui,master,Normandie,non,oui,het,3,420.6,3656.0,veuf,1.0,0.77,2024-12-14,557.0,826.25,29612.797101803768,0,1,1,1,1,4,7
Bailey,Johnny,48,181.6,73.2,H,oui,bac,Corse,non,oui,het,2,267.9,2868.0,marié,1.0,0.58,2020-12-20,582.0,789.9440000000002,5991.291087193898,0,0,1,1,1,2,8
Bell,Kristina,50,175.6,56.5,F,non,doctorat,Corse,non,non,het,0,85.5,4838.0,marié,0.0,0.17,2021-10-05,560.0,842.692,500.0,0,1,0,0,1,5,8
Diaz,Justin,48,158.0,49.6,H,oui,master,Occitanie,oui,oui,het,1,305.2,1830.0,divorcé,3.0,0.07,2023-09-25,575.0,443.62,11796.084060901288,1,0,1,1,1,4,6
Elliott,Darren,33,159.5,63.0,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,hom,0,378.4,1323.0,veuf,3.0,0.55,2023-01-28,575.0,835.1960000000001,500.0,0,0,0,0,0,1,5
Jimenez,Victoria,61,175.5,79.9,F,non,doctorat,Normandie,oui,oui,het,1,266.9,1844.0,marié,1.0,0.62,2020-01-15,326.0,591.2459999999999,4197.097674152683,1,1,0,1,1,5,7
Rangel,Todd,68,159.2,52.4,F,oui,aucun,Corse,oui,oui,het,-1,176.5,500.0,veuf,1.0,0.23,2023-03-11,582.0,524.09,500.0,1,1,1,1,1,1,8
Ramos,Adam,39,174.6,63.7,F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,het,1,255.6,3710.0,divorcé,2.0,0.54,2022-04-29,661.0,979.51,500.0,1,1,1,0,1,4,5
Frye,Charles,28,177.0,56.4,H,oui,doctorat,Normandie,oui,oui,het,0,123.6,1153.0,divorcé,3.0,0.34,2024-07-28,387.0,988.5,500.0,1,0,1,1,1,5,7
Peters,Michael,23,153.0,70.0,H,oui,doctorat,Bretagne,non,oui,het,0,37.6,2056.0,veuf,1.0,0.26,2021-01-22,493.0,854.406,14470.360836024394,0,0,1,1,1,5,3
Palmer,Michael,38,172.0,74.9,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,hom,3,291.3,2182.0,célibataire,5.0,0.39,2022-11-10,578.0,599.3019999999999,2375.612341144357,1,1,0,1,0,2,5
Johns,Kimberly,38,147.89100000000002,61.1,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,het,3,408.6,4935.0,veuf,2.0,0.29,2022-09-22,570.0,780.462,14520.79225692612,1,0,1,0,1,5,2
Ford,Sally,44,166.6,43.3,F,oui,doctorat,Bretagne,oui,oui,het,2,150.8,3079.0,marié,4.0,0.22,2023-08-05,573.0,791.56,23559.233502871983,1,1,1,1,1,5,3
Morris,Lauren,74,174.3,87.9,F,non,bac+2,Bretagne,non,non,het,3,292.9,3941.0,veuf,2.0,0.21,2022-09-28,570.0,1298.3356,500.0,0,1,0,0,1,3,3
