nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalite_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Smith,Pamela,42,181.1,70.7,F,oui,master,Hauts-de-France,oui,oui,hom,1,315.5,1868.0,divorcé,0.0,0.18,2024-08-27,560.0,859.234,500.0
Jenkins,Raven,58,166.4,75.2,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,0,173.3,2179.0,célibataire,4.0,0.96,2023-07-30,573.0,432.14,500.0
Campbell,Travis,65,148.5,59.7,H,non,bac,Bretagne,non,oui,het,2,371.0,739.0,veuf,3.0,0.26,2020-07-27,575.0,1109.18,16774.439422281055
Mendez,John,33,179.4,93.6,F,oui,master,Normandie,non,oui,hom,3,166.7,1698.0,marié,5.0,0.91,2021-09-23,575.0,814.616,23539.407542932902
James,Lauren,23,157.4,76.6,F,oui,bac,Normandie,non,non,het,3,188.1,2556.0,célibataire,2.0,0.99,2024-07-23,570.0,998.82,500.0
Mann,Christina,44,181.9,62.0,F,non,master,Normandie,oui,non,het,0,209.4,3979.0,marié,3.0,0.54,2021-07-07,575.0,707.128,500.0
West,Krista,42,165.4,81.4,F,non,aucun,Île-de-France,oui,non,het,1,335.2,2626.0,veuf,1.0,0.54,2022-10-04,582.0,1065.47,500.0
Camacho,Katherine,52,177.3,51.5,H,oui,bac+2,Normandie,oui,oui,het,3,257.1,2240.0,célibataire,4.0,0.57,2020-08-16,590.0,704.836,14516.221113864312
Peters,Kevin,35,169.9,65.5,H,oui,aucun,Normandie,oui,oui,het,1,338.0,654.0,veuf,4.0,0.94,2021-01-10,573.0,920.55,500.0
Hoffman,William,42,176.6,82.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,het,0,174.4,5329.0,marié,4.0,0.73,2023-04-21,582.0,709.3439999999999,500.0
Smith,Gary,41,167.1,73.7,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,2,269.5,679.0,veuf,3.0,0.88,2024-05-26,702.0,756.77,500.0
Armstrong,Dennis,24,170.2,92.9,F,non,bac,Auvergne-Rhône-Alpes,oui,non,het,0,184.3,537.0,veuf,4.0,0.56,2022-11-29,355.0,655.33,500.0
Weiss,Ann,44,168.6,47.9,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,3,247.0,1202.0,célibataire,5.0,0.75,2024-03-31,485.0,926.6460000000001,29158.540553640065
Harding,Amy,28,150.0,60.7,H,non,bac,Normandie,non,oui,het,0,114.1,2875.0,célibataire,3.0,0.9,2020-07-19,483.0,826.186,500.0
Jones,Deborah,22,172.2,71.3,F,oui,master,Île-de-France,non,oui,het,1,307.7,1774.0,veuf,4.0,0.29,2021-02-04,573.0,774.458,18130.79605409314
Oliver,Bradley,51,171.2,84.3,H,oui,bac,Île-de-France,oui,oui,het,1,232.5,1306.0,divorcé,5.0,0.73,2021-07-10,459.0,1224.92,500.0
Thompson,David,35,163.3,76.0,H,oui,aucun,Bretagne,oui,non,het,-1,349.2,3079.0,célibataire,0.0,0.23,2024-07-22,560.0,791.56,500.0
Watson,Monica,57,184.7,67.9,H,oui,bac,Normandie,non,oui,het,1,397.9,2729.0,célibataire,0.0,0.43,2020-09-08,560.0,1008.26,6520.441808137029
Taylor,Elizabeth,46,193.1,81.9,F,oui,doctorat,Hauts-de-France,oui,oui,het,0,96.4,2378.0,veuf,1.0,0.06,2024-09-02,391.0,637.856,500.0
Maxwell,Ryan,57,152.7,87.2,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,2,417.6,3167.0,marié,3.0,0.7,2020-06-14,575.0,857.292,47033.607034075794
Hughes,Nathan,35,161.4,48.0,H,non,doctorat,Normandie,oui,oui,het,1,-26.3,1562.0,veuf,2.0,0.31,2021-05-30,840.0,632.3399999999999,7062.468236450614
Phillips,Michael,52,175.2,60.9,F,non,aucun,Occitanie,non,oui,het,3,217.7,2657.0,divorcé,5.0,0.18,2021-06-10,578.0,900.7620000000001,500.0
Bennett,Hunter,57,171.1,86.2,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,het,2,214.0,2953.0,célibataire,0.0,0.9,2021-09-12,311.0,746.366,3636.953931629637
Olsen,Kimberly,20,166.5,50.7,H,non,master,Occitanie,non,non,het,3,388.8,5044.0,marié,3.0,0.64,2023-05-25,575.0,907.53,13427.096383313634
Hill,Arthur,72,184.3,67.3,H,non,doctorat,Île-de-France,non,oui,het,0,155.5,1493.0,veuf,2.0,0.22,2024-07-04,642.0,697.9939999999999,20129.93071725297
Marsh,Kristin,49,165.5,85.4,H,non,bac,Auvergne-Rhône-Alpes,non,oui,het,2,240.3,767.0,divorcé,2.0,0.35,2020-08-17,522.0,813.2,7181.990421288722
Chung,David,18,166.8,46.6,F,non,doctorat,Bretagne,oui,oui,het,5,171.0,536.0,divorcé,3.0,0.4,2020-08-19,575.0,777.746,25429.95401859597
Baker,Matthew,71,188.2,36.9,H,non,master,Bretagne,non,oui,het,2,319.4,4504.0,divorcé,0.0,0.49,2022-05-21,832.0,725.04,44783.9500596906
Bauer,Anthony,53,174.4,61.3,H,oui,master,Normandie,oui,oui,het,1,332.1,4158.0,divorcé,4.0,0.53,2020-02-07,679.0,970.5360000000001,16088.69832685581
Banks,Shelby,71,169.2,64.2,H,non,master,Corse,oui,oui,het,3,255.0,657.0,divorcé,2.0,0.14,2022-08-12,570.0,981.064,9855.705107337182
Vaughn,Sandra,70,166.0,62.2,F,oui,master,Île-de-France,oui,oui,het,0,366.6,2681.0,marié,5.0,0.92,2024-05-11,578.0,1068.498,5050.993511279376
Reed,Erica,48,168.8,58.3,F,non,aucun,Hauts-de-France,oui,oui,het,0,236.3,3469.0,célibataire,3.0,0.04,2025-02-03,627.0,823.924,500.0
Simon,Rhonda,54,166.1,57.3,F,non,aucun,Hauts-de-France,oui,non,het,0,278.3,2954.0,divorcé,1.0,0.61,2024-01-22,771.0,578.25,500.0
Dunn,Kiara,54,174.5,87.9,F,oui,aucun,Île-de-France,non,non,hom,0,385.4,1927.0,marié,3.0,0.22,2020-06-19,575.0,831.7560000000001,500.0
Dodson,Joseph,66,162.1,94.4,F,oui,master,Normandie,non,non,het,0,261.9,661.0,marié,1.0,0.24,2020-04-24,445.0,948.7620000000001,500.0
Mclaughlin,Kyle,65,170.1,61.9,H,oui,master,Normandie,oui,oui,het,2,201.4,3209.0,célibataire,2.0,0.28,2023-11-30,570.0,827.874,23043.59728309674
Hall,Daniel,51,160.3,80.0,H,oui,bac,Île-de-France,oui,non,het,1,244.6,2006.0,marié,5.0,0.83,2024-03-08,484.0,755.7160000000001,500.0
Gomez,Marco,68,174.9,66.2,F,oui,bac,Bretagne,non,oui,het,0,292.7,2628.0,marié,4.0,0.71,2021-10-01,573.0,822.152,4872.619890470138
Perez,Rodney,75,173.7,91.6,H,non,doctorat,Corse,non,oui,het,0,186.2,5313.0,divorcé,1.0,0.88,2024-05-01,365.0,709.3439999999999,18665.82973888772
Werner,Tracy,64,176.1,44.1,F,non,bac+2,Corse,non,non,het,1,391.5,2375.0,divorcé,4.0,0.04,2021-10-07,573.0,594.976,500.0
Herrera,Andrea,48,170.8,56.6,H,non,doctorat,Hauts-de-France,non,oui,het,0,179.6,2714.0,marié,1.0,0.02,2024-04-12,582.0,1102.21,16761.12307837128
Jones,Kimberly,38,159.9,70.2,F,oui,bac,Occitanie,non,non,hom,1,61.1,1871.0,veuf,1.0,0.67,2021-07-14,582.0,772.5919999999999,500.0
Chan,Sarah,75,166.7,73.3,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,1,218.3,5119.0,veuf,0.0,0.76,2023-11-23,708.0,260.35810000000004,21730.1037980072
Diaz,James,56,175.8,57.5,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,het,3,248.5,2988.0,divorcé,5.0,0.42,2025-01-02,578.0,724.168,16788.31159504446
Harris,Katherine,18,172.8,72.8,F,oui,bac,Île-de-France,oui,oui,het,0,149.7,3272.0,divorcé,1.0,0.98,2021-05-07,582.0,815.704,500.0
Wright,Daniel,20,173.8,66.5,F,oui,doctorat,Normandie,non,non,het,3,284.5,2348.0,veuf,3.0,0.51,2022-09-21,575.0,965.32,10272.473001297143
Wolf,David,73,152.9,56.0,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,het,1,392.9,2927.0,veuf,3.0,0.51,2023-04-25,575.0,1069.634,500.0
Carter,Don,55,170.9,78.1,H,oui,aucun,Occitanie,non,oui,het,2,177.3,3219.0,marié,4.0,0.79,2024-03-23,803.0,988.42,29159.75396291384
Stark,Theresa,58,174.7,102.3,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,het,2,332.6,2430.0,célibataire,0.0,0.2,2020-10-06,392.0,378.79,500.0
Lynch,Jasmine,54,178.9,57.9,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,het,2,280.1,4279.0,veuf,3.0,0.01,2022-10-03,389.0,641.586,500.0
Johnson,Kenneth,34,163.7,80.8,F,non,doctorat,Normandie,non,oui,het,2,307.5,4721.0,veuf,3.0,0.83,2022-02-21,711.0,621.568,23979.35837424699
Wagner,Joseph,45,175.4,78.3,H,non,doctorat,Normandie,oui,oui,het,3,215.1,1494.0,marié,3.0,0.58,2024-07-02,575.0,816.238,9849.81775368521
Coleman,Tanya,18,180.0,70.8,F,oui,bac+2,Bretagne,oui,oui,het,3,285.7,1379.0,marié,3.0,0.84,2024-10-22,504.0,999.604,19656.6597615602
Watson,Michael,56,149.2,59.4,H,oui,aucun,Corse,non,oui,het,1,456.2,1435.0,marié,2.0,0.18,2020-10-30,789.0,1016.28,5703.955188223215
Matthews,Jessica,74,182.0,89.7,F,oui,bac,Île-de-France,oui,non,het,3,312.5,2641.0,veuf,4.0,0.45,2022-09-11,573.0,953.7,3227.086694925262
Barajas,Michelle,75,148.7,56.3,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,0,291.8,1216.0,marié,1.0,0.47,2025-02-17,454.0,660.38,500.0
Gardner,Kelli,56,184.7,62.0,H,non,master,Bretagne,non,oui,het,0,261.8,1150.0,marié,4.0,0.55,2020-09-30,573.0,1068.586,500.0
Gomez,Regina,41,168.5,100.3,F,oui,aucun,Hauts-de-France,oui,oui,het,2,83.0,2659.0,célibataire,2.0,0.73,2024-04-16,570.0,389.07,500.0
Smith,Jonathan,58,178.7,35.391,F,oui,bac,Hauts-de-France,oui,non,het,2,258.2,1942.0,célibataire,4.0,0.52,2021-03-11,619.0,394.9,500.0
Walters,Stacy,63,176.8,89.0,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,het,1,186.6,3317.0,marié,1.0,0.2,2023-04-19,582.0,882.1899999999999,500.0
Smith,Justin,60,193.80900000000003,101.8,F,non,doctorat,Occitanie,non,oui,het,2,174.5,2290.0,veuf,4.0,0.19,2020-10-14,696.0,880.242,29322.25467431438
Flores,Stephen,73,152.5,71.1,H,non,aucun,Île-de-France,non,oui,het,1,257.3,3979.0,divorcé,3.0,0.61,2023-10-04,575.0,707.1279999999999,18482.90008565181
Herring,Candice,63,175.9,63.1,F,non,aucun,Corse,oui,oui,het,4,114.5,3128.0,célibataire,4.0,0.41,2021-08-28,573.0,929.23,500.0
Beck,Madison,75,170.3,94.6,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,hom,4,356.8,3166.0,veuf,1.0,0.54,2021-01-15,582.0,724.294,9403.312586896614
Nelson,Martin,45,178.9,63.0,F,non,aucun,Normandie,non,non,hom,4,347.8,3945.0,célibataire,3.0,0.51,2021-01-27,575.0,912.24,500.0
Walker,Tanya,58,178.7,68.1,F,non,master,Bretagne,oui,oui,het,2,294.1,2346.0,divorcé,2.0,0.37,2021-09-03,614.0,612.37,8255.436626295073
Shepherd,Shawn,66,175.5,42.2,F,oui,bac,Hauts-de-France,oui,non,hom,1,79.8,1758.0,divorcé,4.0,0.59,2020-12-15,690.0,636.4200000000001,500.0
Parker,Kristen,71,174.6,83.5,H,non,master,Île-de-France,non,oui,het,1,250.2,5682.0,marié,0.0,0.94,2022-04-23,560.0,808.24,28604.90263475217
Phillips,Ross,23,193.80900000000003,75.6,H,oui,aucun,Bretagne,oui,non,het,1,240.8,2441.0,divorcé,4.0,0.33,2020-10-18,573.0,690.45,500.0
Davis,Robert,60,172.7,69.6,H,non,doctorat,Île-de-France,oui,non,het,0,295.9,3473.0,divorcé,1.0,0.09,2024-02-22,582.0,879.59,500.0
Maxwell,Walter,74,184.4,48.6,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,het,2,264.5,2323.0,divorcé,2.0,0.64,2022-05-27,467.0,901.692,500.0
Simpson,Bryan,18,162.8,74.6,H,non,bac,Île-de-France,non,oui,het,4,84.1,2465.0,divorcé,5.0,0.24,2025-04-03,802.0,926.1039999999999,25954.08783076408
Farley,Heidi,45,187.2,90.4,F,non,aucun,Île-de-France,non,non,het,1,179.8,2864.0,célibataire,5.0,0.89,2022-03-10,578.0,466.14,500.0
Alexander,Joseph,22,157.8,67.1,F,non,master,Normandie,oui,non,het,3,254.6,2083.0,célibataire,1.0,0.57,2023-07-21,582.0,728.636,500.0
Davis,Dillon,54,162.5,64.5,H,non,doctorat,Île-de-France,non,oui,het,2,75.5,4308.0,marié,4.0,0.56,2020-09-25,573.0,925.0699999999999,34091.88884757778
Cruz,Terri,57,164.4,83.1,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,hom,3,26.9,2759.0,célibataire,3.0,0.54,2024-05-16,575.0,1101.1599999999999,12850.06110580871
Bullock,Paula,40,169.4,63.1,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,het,0,275.1,2559.0,veuf,5.0,0.83,2022-01-13,578.0,1192.84,8329.184540607268
Hardy,Barry,24,167.0,70.1,H,non,bac,Auvergne-Rhône-Alpes,non,non,het,5,332.4,2899.0,marié,5.0,0.68,2020-05-27,578.0,916.2879999999999,5272.078202260554
Rocha,Derek,37,173.3,75.6,F,oui,bac+2,Hauts-de-France,non,non,het,4,98.7,607.0,divorcé,1.0,0.11,2022-09-17,381.0,839.5559999999999,500.0
Diaz,Erika,60,162.6,104.20900000000002,F,oui,bac,Île-de-France,oui,oui,hom,3,98.1,500.0,divorcé,0.0,0.76,2020-10-22,340.0,675.32,500.0
Moore,Shelby,55,161.1,76.9,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,2,225.5,959.0,marié,4.0,0.64,2025-05-17,573.0,791.4040000000001,500.0
Walker,Bradley,53,169.7,62.2,F,non,aucun,Auvergne-Rhône-Alpes,non,non,het,0,273.0,500.0,veuf,1.0,0.87,2022-08-29,582.0,1279.72,500.0
Martin,Michelle,51,157.6,65.9,H,oui,doctorat,Normandie,oui,oui,het,2,175.4,841.0,divorcé,5.0,0.19,2023-05-17,476.0,621.482,15211.678145341306
Carpenter,Jared,26,149.2,84.1,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,het,-2,438.6,2171.0,veuf,5.0,0.7,2024-01-17,340.0,910.092,500.0
Chang,Gary,53,174.2,60.9,H,oui,bac,Occitanie,non,non,het,1,235.3,3408.0,célibataire,3.0,0.18,2023-06-14,575.0,933.0260000000001,500.0
Sandoval,Brian,38,175.0,82.2,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,het,2,330.8,2779.0,veuf,5.0,0.98,2020-02-06,341.0,600.26,500.0
Bryant,Timothy,23,188.9,62.5,F,oui,aucun,Normandie,non,oui,het,3,98.4,2299.0,célibataire,2.0,0.79,2024-09-20,570.0,530.054,1906.9583724923764
Richmond,Anthony,48,163.4,44.8,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,het,2,80.5,2473.0,célibataire,4.0,0.56,2023-06-08,719.0,868.302,500.0
Taylor,Lonnie,26,169.9,55.7,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,1,457.6,5476.0,divorcé,4.0,0.24,2025-03-12,573.0,846.36,9948.821126886953
Carter,Emily,29,166.4,81.4,H,oui,master,Normandie,non,oui,het,2,139.2,3189.0,marié,2.0,0.4,2020-04-23,830.0,840.2940000000001,22780.826278044955
Thompson,Katherine,65,164.8,104.20900000000002,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,2,73.1,500.0,marié,5.0,0.44,2024-12-17,578.0,870.742,9883.846796641545
Higgins,Jeremy,62,168.0,61.4,H,oui,bac+2,Île-de-France,non,oui,hom,2,231.9,1264.0,marié,5.0,0.95,2022-04-17,318.0,813.344,22150.047884630072
Payne,Jennifer,40,165.8,58.2,F,oui,doctorat,Île-de-France,non,oui,het,0,307.5,3808.0,célibataire,4.0,0.7,2023-06-29,476.0,1099.9019999999998,33085.57158869816
Oconnell,Kevin,47,176.2,55.0,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,0,96.0,4424.0,divorcé,1.0,0.48,2020-02-09,689.0,830.4559999999999,19316.473971898955
Stone,Rebecca,52,172.7,74.2,F,oui,master,Corse,non,oui,het,3,244.9,3461.0,divorcé,1.0,0.08,2022-03-21,455.0,917.9639999999999,24819.146175092945
Butler,Christina,62,151.9,70.8,F,non,bac+2,Hauts-de-France,oui,oui,het,1,271.9,4860.0,marié,4.0,0.72,2022-05-30,573.0,674.016,6115.360294199886
Reyes,Brittney,37,164.6,56.5,F,non,doctorat,Corse,non,non,het,1,85.1,1713.0,veuf,1.0,0.21,2023-07-28,403.0,613.3219999999999,500.0
Davis,Joshua,57,188.7,62.7,H,oui,master,Île-de-France,oui,non,het,0,383.0,4288.0,divorcé,4.0,0.62,2025-01-27,573.0,839.9459999999999,500.0
Gonzalez,Dillon,26,173.3,41.7,H,non,master,Île-de-France,oui,oui,het,3,422.5,1906.0,célibataire,5.0,0.41,2021-04-05,647.0,885.93,17905.13205389855
Noble,Kristen,31,174.1,70.2,H,non,master,Bretagne,oui,non,het,0,535.4,2338.0,célibataire,0.0,0.23,2024-06-23,560.0,729.272,500.0
Johnson,Kayla,59,170.2,54.4,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,0,119.7,2384.0,célibataire,5.0,0.23,2022-06-02,726.0,852.76,500.0
Ewing,Benjamin,60,165.8,91.6,H,oui,aucun,Corse,non,oui,het,4,411.2,2019.0,marié,2.0,0.14,2025-04-04,379.0,850.366,4735.60356989317
Barber,Maria,44,180.4,83.2,F,oui,master,Île-de-France,non,oui,het,1,271.1,1692.0,divorcé,4.0,0.18,2024-08-12,573.0,1179.71,22619.40956320405
Rodriguez,Susan,45,175.9,66.5,H,non,bac+2,Normandie,non,oui,het,0,-12.2,1595.0,marié,4.0,0.8,2024-03-13,573.0,992.7819999999999,7403.9642438986575
Andrade,Brent,50,170.6,79.1,F,non,master,Corse,oui,oui,het,1,327.7,3157.0,célibataire,3.0,0.11,2024-01-14,575.0,670.704,500.0
Johnson,Maria,38,166.0,40.3,F,oui,bac+2,Hauts-de-France,non,non,het,1,272.4,1404.0,veuf,1.0,0.36,2020-04-21,582.0,861.4280000000001,500.0
Strickland,Emily,61,169.3,66.5,H,oui,doctorat,Occitanie,oui,oui,het,0,288.1,5045.0,marié,1.0,0.28,2021-04-15,697.0,799.884,27991.03951965214
Charles,Terri,49,157.7,68.0,H,oui,bac+2,Corse,non,oui,hom,0,266.3,2250.0,célibataire,5.0,0.34,2023-01-13,578.0,569.3480000000001,5895.757226166676
Robinson,Brian,68,162.0,72.4,F,non,master,Provence-Alpes-Côte d’Azur,non,non,het,4,248.5,1811.0,divorcé,5.0,0.15,2022-03-07,578.0,674.266,500.0
Lawrence,Heather,61,174.4,70.0,F,non,bac+2,Corse,oui,non,het,2,292.7,2201.0,veuf,2.0,0.65,2020-11-23,666.0,857.2,500.0
Williams,Jodi,49,172.5,91.8,F,non,bac,Normandie,non,oui,het,1,269.9,2378.0,divorcé,3.0,0.06,2023-03-05,624.0,884.41,4244.287087773865
Clark,Karen,73,177.5,49.2,F,non,bac+2,Hauts-de-France,non,oui,het,2,495.0,1631.0,marié,5.0,0.67,2023-01-02,578.0,775.158,12004.6465475059
House,Megan,75,177.6,76.9,F,non,aucun,Occitanie,non,oui,het,2,55.6,1316.0,célibataire,3.0,0.77,2020-05-21,564.0,774.338,500.0
Brown,Amber,50,178.0,63.5,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,1,151.7,1234.0,célibataire,5.0,0.4,2024-12-02,578.0,823.53,3312.0721402400927
Perry,Erin,39,168.6,72.2,F,non,bac+2,Corse,oui,non,het,-1,265.1,3064.0,célibataire,2.0,0.44,2025-04-02,570.0,891.7439999999999,500.0
Gray,Sharon,41,158.2,66.5,F,non,master,Bretagne,non,non,het,4,215.1,3158.0,veuf,0.0,0.6,2023-06-08,560.0,1049.44,2882.311024005486
Cervantes,Taylor,53,156.4,51.0,H,non,master,Corse,oui,non,het,2,222.2,2232.0,marié,5.0,0.14,2023-07-02,578.0,848.9100000000001,500.0
Lucas,Carrie,40,147.89100000000002,77.6,F,non,bac,Île-de-France,non,non,het,1,299.0,4067.0,célibataire,3.0,0.15,2021-04-29,586.0,844.39,500.0
Torres,Michael,39,148.8,77.9,H,oui,bac,Hauts-de-France,non,oui,het,2,202.7,1835.0,célibataire,2.0,0.38,2025-03-23,379.0,695.5539999999999,7966.636289514005
Thompson,Timothy,75,162.9,52.0,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,het,0,322.4,2458.0,divorcé,4.0,0.52,2022-07-28,551.0,750.822,16903.79388141983
Fitzgerald,Betty,24,176.1,64.2,F,non,bac,Bretagne,oui,oui,het,0,212.5,805.0,marié,2.0,0.25,2022-02-04,837.0,809.246,500.0
Aguilar,Kathy,44,191.7,71.2,F,non,aucun,Hauts-de-France,non,oui,het,0,330.9,936.0,divorcé,0.0,0.74,2022-05-19,374.0,813.9779999999998,500.0
Davis,Matthew,57,166.8,44.8,H,non,bac,Corse,oui,oui,het,2,95.1,2299.0,célibataire,2.0,0.54,2024-06-10,651.0,773.0380000000001,500.0
Allen,Dawn,61,147.9,68.9,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,het,4,342.2,2950.0,célibataire,1.0,0.63,2025-04-23,582.0,794.0,15674.757076699983
Thornton,Sara,73,163.7,66.7,F,non,bac,Bretagne,oui,oui,hom,0,298.6,1393.0,célibataire,5.0,0.16,2021-05-28,578.0,851.5780000000001,500.0
Gonzalez,Willie,51,181.9,70.6,F,oui,bac+2,Hauts-de-France,oui,non,het,3,50.3,4834.0,divorcé,5.0,0.65,2024-11-09,784.0,941.4039999999999,500.0
Pollard,Toni,25,163.0,44.8,F,non,doctorat,Hauts-de-France,oui,oui,het,3,190.7,2613.0,veuf,4.0,0.11,2023-09-16,311.0,794.318,9249.338008178283
Stephenson,Brent,69,175.1,77.1,F,oui,bac+2,Occitanie,oui,oui,het,2,204.5,3778.0,marié,1.0,0.11,2020-08-22,582.0,549.118,24140.794380136525
Hoffman,Stacy,54,174.6,72.1,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,het,2,475.9,500.0,célibataire,4.0,0.66,2021-06-10,793.0,870.742,23907.517505729626
Adkins,Sheila,42,177.7,56.9,H,oui,bac+2,Normandie,oui,oui,het,0,281.1,2952.0,veuf,2.0,0.21,2023-02-13,570.0,703.8979999999999,8260.781038647026
Perez,Amy,44,173.7,43.6,H,non,master,Hauts-de-France,non,oui,het,0,380.9,722.0,célibataire,0.0,0.18,2023-09-20,688.0,984.8040000000001,500.0
Dunn,Daniel,33,172.9,99.3,H,oui,bac+2,Corse,oui,oui,het,2,283.0,1900.0,veuf,1.0,0.46,2023-07-30,582.0,409.492,4378.381195835579
Gonzalez,John,74,190.7,56.4,F,oui,aucun,Bretagne,oui,non,het,2,433.5,3283.0,marié,3.0,0.84,2021-12-04,575.0,1035.76,500.0
Bailey,John,39,160.0,58.7,F,non,bac+2,Corse,oui,non,het,3,162.9,3583.0,divorcé,0.0,0.7,2023-09-15,749.0,1298.3356,500.0
Booth,Victor,55,165.8,60.5,F,oui,master,Auvergne-Rhône-Alpes,oui,non,het,1,401.7,1868.0,divorcé,0.0,0.47,2021-08-31,692.0,299.58,500.0
Ramirez,Amy,70,189.3,70.8,H,oui,bac,Normandie,non,non,het,4,409.1,2298.0,divorcé,0.0,0.77,2020-06-16,560.0,530.054,2192.0624500531503
Ellis,Sherry,47,174.2,81.9,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,het,2,355.1,3010.0,marié,3.0,0.72,2021-07-21,575.0,752.8799999999999,32202.496563884648
Larson,Miranda,32,170.4,66.4,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,3,173.3,2491.0,marié,0.0,0.35,2021-12-11,759.0,783.9620000000001,24344.64026986155
Berger,Sharon,31,179.1,83.2,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,het,2,102.5,1335.0,divorcé,0.0,0.01,2020-06-09,560.0,1298.3356,8381.80723000667
Hunt,Madeline,41,181.5,65.4,F,oui,doctorat,Hauts-de-France,oui,oui,het,2,292.4,3993.0,marié,2.0,0.18,2023-11-04,570.0,848.6139999999999,19593.096265003594
Gill,Maureen,22,154.4,47.5,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,het,3,153.7,1304.0,veuf,0.0,0.75,2025-02-23,560.0,799.534,500.0
Armstrong,Nicole,70,159.9,81.7,H,non,bac+2,Corse,non,oui,het,2,308.4,2300.0,marié,2.0,0.98,2023-11-25,575.0,346.69,6913.488862019896
Sullivan,Joseph,41,173.6,44.8,F,non,master,Normandie,oui,non,het,4,378.3,2599.0,divorcé,4.0,0.79,2022-04-08,416.0,537.232,500.0
Greene,Madison,54,164.2,91.9,F,non,bac,Corse,oui,non,het,0,504.7,1087.0,marié,0.0,0.48,2021-09-11,839.0,1060.806,500.0
Sanchez,Thomas,46,169.9,72.9,H,oui,bac+2,Bretagne,oui,oui,het,2,214.5,2890.0,veuf,0.0,0.34,2023-02-25,454.0,807.806,24950.64603305165
Smith,Kendra,75,167.9,85.3,H,oui,aucun,Occitanie,oui,non,het,2,316.7,1345.0,célibataire,5.0,0.23,2023-07-11,578.0,844.778,500.0
Martin,Javier,75,150.7,35.391,H,oui,bac,Hauts-de-France,non,non,het,3,198.2,500.0,marié,0.0,0.73,2021-01-20,560.0,675.4100000000001,500.0
Alexander,Jessica,70,167.8,47.9,F,oui,aucun,Occitanie,non,non,het,0,384.1,2831.0,marié,1.0,0.48,2024-08-19,582.0,723.346,500.0
Blackwell,Victoria,59,175.8,101.7,H,oui,doctorat,Corse,oui,non,het,2,370.0,2720.0,divorcé,1.0,0.03,2022-07-22,582.0,615.55,500.0
Smith,Meghan,24,165.5,84.0,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,-1,257.4,3973.0,divorcé,3.0,0.04,2020-08-23,344.0,849.298,500.0
Skinner,Kathryn,53,159.5,90.0,H,oui,bac+2,Corse,oui,oui,het,1,192.7,2312.0,divorcé,3.0,0.47,2024-07-12,575.0,897.6120000000001,500.0
Lewis,Calvin,19,165.1,80.1,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,2,17.3,3147.0,veuf,0.0,0.11,2021-10-29,450.0,648.462,500.0
Estes,Cameron,18,173.5,83.3,F,oui,bac,Hauts-de-France,oui,non,hom,2,308.7,3773.0,célibataire,4.0,0.31,2023-01-19,634.0,630.172,500.0
White,Travis,51,172.5,72.0,F,oui,bac,Occitanie,oui,oui,het,3,472.3,828.0,veuf,1.0,0.49,2020-03-10,532.0,682.4739999999999,2685.290504821736
Cobb,Karen,66,167.7,101.6,H,non,master,Occitanie,non,oui,het,4,433.3,669.0,veuf,2.0,0.68,2025-02-23,807.0,825.1720000000001,19996.336633495277
