nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Williams,Tamara,29,180.8,47.7,H,oui,bac,Île-de-France,non,non,2394.0,veuf,0.0,0.98,2024-02-24,580.0,879.816,4187.396917176197
Clarke,Jennifer,19,193.19399999999996,65.8,F,non,master,Auvergne-Rhône-Alpes,non,oui,2844.0,marié,0.0,0.41,2024-03-30,580.0,765.0360000000001,18188.86628877288
Espinoza,Maria,21,171.2,70.3,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,5674.0,marié,5.0,0.75,2022-02-24,549.0,369.68,11207.282072509854
Rodriguez,Donna,74,179.4,80.7,H,oui,bac,Hauts-de-France,non,oui,2844.0,divorcé,5.0,0.29,2022-06-12,831.0,715.518,28689.316266451555
Morales,Glenn,47,157.7,56.3,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3031.0,célibataire,2.0,0.73,2021-02-12,318.0,807.79,18605.49101348684
Garza,Molly,58,173.4,74.6,H,oui,doctorat,Hauts-de-France,non,oui,2837.0,divorcé,1.0,0.39,2022-06-30,320.0,754.562,33225.55425269809
Perry,Dawn,24,155.9,100.4,H,non,master,Île-de-France,oui,non,2709.0,marié,1.0,0.78,2021-08-06,553.0,849.9580000000002,500.0
Rivas,Eric,75,185.4,75.7,F,non,doctorat,Normandie,oui,oui,4662.0,veuf,2.0,0.39,2023-04-14,577.0,884.7540000000001,13924.517413636251
Foster,Gabrielle,19,165.5,71.5,H,non,bac,Île-de-France,non,non,3716.0,divorcé,5.0,0.28,2020-05-08,557.0,771.05,500.0
Gonzalez,Noah,58,186.0,51.1,F,oui,bac,Occitanie,non,oui,2578.0,célibataire,2.0,0.78,2020-05-02,577.0,461.924,16015.274867464464
Hurley,Debra,20,153.7,84.6,H,oui,aucun,Normandie,non,oui,2427.0,veuf,5.0,0.13,2024-05-27,567.0,893.296,8401.260657053163
Meyers,Alexandria,75,171.6,92.8,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,3495.0,veuf,0.0,0.58,2020-03-28,580.0,686.31,7599.672720166204
Palmer,Karen,22,172.7,90.2,F,non,aucun,Hauts-de-France,non,oui,3059.0,célibataire,4.0,0.77,2020-12-26,576.0,879.924,7217.977715068121
Page,Ashley,29,171.4,72.0,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3675.0,divorcé,2.0,0.7,2020-11-08,577.0,764.5899999999999,27701.996539834145
Mccarthy,Jason,26,192.3,63.4,F,oui,bac,Île-de-France,oui,oui,5271.0,veuf,2.0,0.7,2024-08-12,577.0,911.9619999999999,26040.812091448945
Durham,Robert,43,175.1,65.7,H,oui,bac+2,Île-de-France,non,oui,2847.0,veuf,1.0,0.76,2023-08-01,840.0,692.914,33544.04291451291
Nelson,Elizabeth,56,172.6,99.0,H,non,master,Auvergne-Rhône-Alpes,non,non,2848.0,célibataire,0.0,0.7,2022-06-30,379.0,703.33,500.0
Morgan,Amy,36,177.5,65.2,H,non,master,Auvergne-Rhône-Alpes,oui,non,2906.0,marié,5.0,0.18,2022-05-14,790.0,783.6960000000001,500.0
Miller,Matthew,34,175.3,88.8,F,oui,bac+2,Bretagne,oui,non,2574.0,marié,4.0,0.22,2023-08-16,576.0,713.7139999999999,500.0
Rogers,Richard,75,172.0,66.6,H,non,aucun,Hauts-de-France,non,oui,1257.0,veuf,3.0,0.06,2020-02-09,454.0,825.202,500.0
Foster,Gabriel,34,173.9,42.6,H,oui,bac+2,Normandie,oui,oui,2564.0,célibataire,3.0,0.1,2024-06-06,581.0,717.2439999999999,14017.726998290773
Gillespie,Thomas,47,174.3,89.6,H,oui,aucun,Bretagne,oui,non,1650.0,veuf,4.0,0.4,2024-06-16,471.0,738.434,500.0
Medina,Brendan,32,174.0,87.0,F,non,aucun,Île-de-France,oui,non,1892.0,célibataire,2.0,0.37,2020-11-17,577.0,910.842,500.0
Johnson,April,68,177.5,46.2,H,oui,aucun,Occitanie,oui,non,2261.0,divorcé,2.0,0.68,2020-12-18,577.0,530.176,500.0
Bell,Alejandra,19,170.9,75.9,F,oui,master,Hauts-de-France,non,oui,3813.0,marié,5.0,0.62,2025-01-07,757.0,865.5780000000001,21959.75646115156
Mcdowell,Stacey,52,162.0,85.1,F,non,bac,Normandie,oui,oui,1307.0,divorcé,5.0,0.39,2024-05-05,557.0,1026.266,500.0
King,Becky,22,168.1,81.4,F,oui,aucun,Île-de-France,oui,oui,2778.0,divorcé,4.0,0.48,2021-05-24,526.0,867.7819999999999,500.0
Gonzales,Judith,42,170.9,76.2,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,4467.0,marié,1.0,0.53,2021-08-28,553.0,828.758,7133.766701514752
Mclaughlin,Crystal,61,172.1,75.2,F,oui,doctorat,Bretagne,non,oui,556.0,marié,3.0,0.91,2020-06-19,581.0,886.7300000000001,26210.28196680767
Glenn,Jamie,43,182.7,96.1,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2428.0,divorcé,5.0,0.56,2023-12-14,552.0,822.1479999999999,500.0
Stone,Cody,55,153.8,61.1,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2410.0,marié,5.0,0.81,2021-03-15,557.0,821.4,500.0
Silva,Angela,41,175.8,66.3,F,oui,bac,Bretagne,non,oui,1023.0,divorcé,1.0,0.57,2020-07-22,371.0,739.4219999999999,2773.3540447095083
Farley,Michelle,72,161.9,71.7,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,2567.0,célibataire,3.0,0.86,2022-10-05,581.0,293.18,500.0
Meyer,Michael,28,184.2,77.2,F,non,bac,Occitanie,oui,oui,709.0,divorcé,3.0,0.66,2024-06-08,581.0,624.358,500.0
Hawkins,Wesley,30,168.3,54.3,H,oui,doctorat,Occitanie,oui,non,2325.0,célibataire,5.0,0.63,2022-05-27,363.0,725.106,500.0
Blankenship,Michael,66,170.3,81.6,H,non,bac+2,Île-de-France,oui,oui,3431.0,divorcé,4.0,0.42,2023-02-07,479.0,1094.164,14896.95240509809
Blanchard,Kimberly,41,167.5,59.1,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2381.0,marié,2.0,0.32,2022-02-17,577.0,286.57,9354.662792984136
Nielsen,Mark,57,166.6,51.4,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,4171.0,veuf,1.0,0.81,2020-09-10,553.0,763.54,11981.501728088751
Wells,Christian,65,177.5,76.2,F,oui,doctorat,Corse,non,non,1893.0,divorcé,4.0,0.38,2022-08-06,441.0,712.5,500.0
Gay,Edward,64,170.8,66.7,H,non,aucun,Corse,non,non,1619.0,divorcé,4.0,0.88,2022-01-14,644.0,945.82,500.0
Moore,Heather,67,164.4,48.1,F,non,aucun,Corse,non,oui,3164.0,célibataire,0.0,0.3,2022-01-04,580.0,1106.38,500.0
Curry,Kimberly,53,186.2,82.1,F,oui,bac+2,Hauts-de-France,non,non,2760.0,veuf,1.0,0.97,2024-03-25,553.0,677.056,500.0
Beard,Mary,31,160.8,58.4,H,non,master,Corse,oui,oui,2140.0,divorcé,1.0,0.45,2025-04-24,553.0,924.5260000000001,500.0
Clark,Jessica,56,186.2,81.2,F,non,bac,Corse,non,oui,1882.0,veuf,0.0,0.4,2024-08-21,580.0,745.25,500.0
Jackson,Steven,59,154.6,35.806,F,non,master,Bretagne,oui,oui,635.0,marié,1.0,0.9,2025-06-01,553.0,743.492,500.0
Villarreal,Katrina,66,170.1,60.6,H,non,doctorat,Corse,non,oui,3831.0,veuf,0.0,0.49,2020-03-10,580.0,691.93,23826.98224378421
Evans,Debra,26,176.2,78.5,F,non,doctorat,Bretagne,non,oui,3209.0,divorcé,4.0,0.62,2025-02-10,576.0,1175.722,25574.64059687515
Thomas,Jeremy,38,180.5,48.9,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3238.0,veuf,1.0,0.21,2020-07-27,569.0,579.8340000000001,500.0
Morgan,Kenneth,45,158.1,42.0,H,non,aucun,Auvergne-Rhône-Alpes,non,non,2187.0,divorcé,5.0,0.1,2020-12-22,557.0,723.616,500.0
Sanchez,Gregory,71,175.7,59.9,F,oui,doctorat,Île-de-France,non,non,1568.0,divorcé,4.0,0.57,2020-07-11,424.0,460.2799999999999,8797.814558404281
Butler,Daniel,37,179.1,35.806,H,oui,master,Bretagne,oui,oui,3754.0,célibataire,3.0,0.26,2021-11-20,514.0,735.2259999999999,29095.752983725444
Rangel,Alejandro,56,165.6,49.6,H,non,master,Bretagne,oui,oui,2248.0,marié,4.0,0.7,2022-11-17,576.0,747.412,16610.4324116248
Rivera,Gary,49,164.4,63.3,H,oui,master,Normandie,non,non,2781.0,célibataire,2.0,0.58,2022-03-18,331.0,834.3219999999999,4704.261460615925
Walton,Robert,18,183.2,83.0,F,oui,master,Provence-Alpes-Côte d’Azur,non,non,2975.0,célibataire,1.0,0.51,2023-03-29,304.0,1007.0380000000001,500.0
Lowery,Austin,56,171.5,103.2,H,non,aucun,Corse,oui,oui,3136.0,veuf,3.0,0.26,2021-09-21,300.0,474.24800000000005,500.0
Robles,Lisa,57,177.1,41.0,F,oui,bac+2,Occitanie,non,oui,2514.0,marié,5.0,0.46,2023-06-12,557.0,714.306,13640.878971877895
Gay,Andrea,65,161.5,99.0,F,oui,doctorat,Île-de-France,oui,oui,2724.0,divorcé,2.0,0.7,2020-08-06,577.0,693.65,21967.150155209965
Neal,Christopher,70,168.8,59.6,H,non,doctorat,Hauts-de-France,oui,oui,3138.0,marié,2.0,0.5,2021-01-02,577.0,565.412,14879.1342048782
Lopez,Kristi,24,171.9,89.6,F,oui,aucun,Corse,oui,non,2547.0,veuf,2.0,0.22,2023-01-01,577.0,779.396,500.0
Jones,Karen,54,155.4,75.6,H,oui,doctorat,Île-de-France,oui,oui,2039.0,marié,2.0,0.09,2025-03-01,322.0,864.4040000000001,17024.842765783367
Elliott,Benjamin,50,162.4,48.8,F,non,aucun,Île-de-France,non,non,3419.0,célibataire,2.0,0.13,2022-05-22,577.0,872.598,500.0
Frank,Ethan,33,175.1,103.2,H,oui,doctorat,Occitanie,non,non,4317.0,veuf,1.0,0.96,2022-02-17,553.0,802.2199999999999,16839.884072781115
Shea,David,55,168.2,67.5,F,non,doctorat,Normandie,non,oui,2256.0,célibataire,0.0,0.16,2022-12-25,499.0,803.9,23986.0348910977
Johnston,Fernando,72,169.6,88.0,F,oui,master,Normandie,oui,oui,1931.0,divorcé,5.0,0.51,2021-11-03,672.0,908.2479999999999,14389.818518246744
Williams,Stephen,30,156.9,45.2,F,non,doctorat,Bretagne,non,oui,2774.0,célibataire,2.0,0.98,2023-08-28,577.0,948.98,27985.11169137675
Zamora,Austin,22,185.3,89.5,H,oui,bac,Bretagne,oui,oui,3530.0,veuf,2.0,0.13,2021-11-03,577.0,418.27,18186.594474232497
Juarez,Amy,18,162.8,57.4,F,oui,aucun,Normandie,oui,oui,2171.0,divorcé,5.0,0.0,2023-07-29,557.0,963.76,500.0
Small,Cynthia,30,167.3,86.9,F,oui,aucun,Hauts-de-France,non,oui,1363.0,veuf,1.0,0.41,2023-09-22,553.0,843.1179999999998,500.0
Hogan,Wendy,26,172.7,73.4,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,1341.0,divorcé,3.0,0.61,2024-08-21,581.0,987.808,500.0
Harper,Sophia,48,178.6,35.806,F,oui,master,Normandie,oui,oui,5636.0,divorcé,2.0,0.97,2021-12-02,577.0,735.356,20723.63651460875
Sanchez,Jennifer,64,176.4,76.6,H,oui,bac,Hauts-de-France,oui,oui,3217.0,célibataire,3.0,0.9,2024-12-14,581.0,843.72,2136.491269835813
Young,Dustin,69,149.4,67.3,F,non,bac,Bretagne,non,oui,4860.0,célibataire,3.0,0.73,2023-05-20,304.0,840.4780000000001,26318.74464440682
Malone,Patricia,34,162.7,74.0,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,1982.0,divorcé,5.0,0.86,2021-10-28,430.0,600.49,10170.616147502187
Roberts,Luke,29,160.1,80.4,H,non,bac,Normandie,non,oui,5479.0,veuf,4.0,0.51,2021-09-11,576.0,837.094,25859.438482166493
Duncan,Lisa,31,176.1,56.6,F,oui,bac,Hauts-de-France,non,oui,946.0,veuf,4.0,0.96,2021-12-10,823.0,1044.474,12013.169289164312
Brown,Jessica,34,167.1,57.5,F,non,master,Hauts-de-France,non,oui,4342.0,marié,1.0,0.57,2022-08-04,553.0,780.266,24406.518674604034
Jarvis,Levi,56,172.5,71.0,H,oui,bac,Île-de-France,non,oui,2291.0,célibataire,1.0,0.9,2024-12-12,470.0,855.6540000000001,17931.114911344644
Schneider,Carrie,72,154.6,86.2,F,non,bac,Auvergne-Rhône-Alpes,oui,non,2800.0,veuf,4.0,0.16,2024-06-05,576.0,693.072,500.0
Martin,Corey,57,168.5,58.4,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,2505.0,divorcé,1.0,0.75,2025-01-29,553.0,639.08,37808.59949109747
Case,Nancy,62,176.5,87.0,H,non,bac,Île-de-France,non,non,2251.0,marié,1.0,0.62,2022-12-04,553.0,778.646,500.0
Washington,Robert,43,173.4,51.6,F,non,aucun,Normandie,oui,oui,1265.0,veuf,0.0,0.43,2023-06-05,419.0,802.708,500.0
Smith,Elizabeth,70,151.2,71.7,F,oui,master,Hauts-de-France,oui,oui,3243.0,marié,2.0,0.35,2021-09-08,577.0,697.532,4574.9685984036605
Jackson,Felicia,52,180.3,61.8,H,non,master,Provence-Alpes-Côte d’Azur,oui,non,879.0,marié,3.0,0.79,2025-03-25,307.0,715.702,500.0
Guerrero,Sue,37,171.3,63.1,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,500.0,divorcé,0.0,0.28,2023-05-24,389.0,329.63,500.0
Tucker,Scott,60,189.4,67.3,H,non,bac,Hauts-de-France,oui,non,2174.0,célibataire,3.0,0.39,2021-08-06,301.0,569.22,500.0
Quinn,Shannon,67,158.7,55.6,H,oui,aucun,Occitanie,non,oui,1512.0,célibataire,3.0,0.11,2022-09-11,581.0,887.258,15877.582829401588
Mitchell,Johnny,24,176.9,51.7,F,oui,master,Normandie,oui,non,2065.0,marié,3.0,0.93,2021-06-29,756.0,830.392,500.0
White,Michael,59,184.8,75.3,H,non,bac,Bretagne,oui,non,2353.0,veuf,5.0,0.09,2023-10-18,557.0,1133.498,500.0
Rodriguez,Robin,75,152.2,61.9,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,500.0,veuf,0.0,0.51,2022-11-13,601.0,896.67,500.0
Simmons,Dana,58,162.5,86.2,F,non,doctorat,Normandie,oui,non,1143.0,marié,0.0,0.86,2023-05-11,789.0,758.066,500.0
Jones,Michael,20,154.1,72.0,F,non,bac,Auvergne-Rhône-Alpes,non,non,1039.0,divorcé,4.0,0.92,2020-09-18,576.0,782.81,500.0
Wilkinson,Tracy,34,167.1,54.7,H,non,bac+2,Occitanie,oui,non,3076.0,veuf,2.0,0.39,2020-11-27,577.0,634.9580000000001,500.0
Wolfe,James,21,174.4,44.9,H,non,doctorat,Bretagne,non,oui,3102.0,marié,0.0,0.68,2020-06-21,580.0,825.8539999999999,29204.933829218364
Cook,Alexander,59,152.9,96.3,F,non,master,Provence-Alpes-Côte d’Azur,non,oui,500.0,marié,0.0,0.57,2021-11-13,779.0,695.15,15082.961701237107
Cox,Joseph,22,174.2,74.2,F,non,bac+2,Occitanie,oui,oui,2929.0,divorcé,4.0,0.56,2022-05-14,810.0,889.6619999999999,3506.0932597510114
Hutchinson,Melissa,29,165.6,75.9,H,non,aucun,Auvergne-Rhône-Alpes,non,non,4823.0,divorcé,1.0,0.37,2022-11-13,709.0,711.124,500.0
Blackwell,Rebecca,51,171.1,52.3,F,non,bac,Hauts-de-France,oui,oui,4185.0,marié,1.0,0.33,2021-08-17,553.0,952.592,13072.723191942408
Olson,Theresa,55,191.4,91.2,F,oui,doctorat,Bretagne,oui,oui,2295.0,célibataire,1.0,0.19,2023-12-09,369.0,847.25,20467.71908854508
Martinez,Brett,44,182.9,58.2,F,oui,bac,Bretagne,non,oui,2024.0,marié,3.0,0.9,2021-12-25,497.0,511.742,18492.062001420378
Lynn,Brian,38,172.8,71.5,H,oui,bac+2,Hauts-de-France,oui,oui,2303.0,célibataire,2.0,0.49,2022-09-16,577.0,1036.642,9265.928791144574
Porter,Katie,71,160.6,103.2,H,non,doctorat,Occitanie,oui,oui,3004.0,marié,0.0,0.13,2023-11-12,580.0,725.634,24360.2974779708
Jones,Donna,18,152.2,58.4,H,oui,bac+2,Hauts-de-France,non,non,3539.0,célibataire,3.0,0.61,2024-08-21,581.0,934.38,2734.194170408262
Boyd,David,36,160.3,69.9,F,non,aucun,Île-de-France,non,oui,2101.0,marié,1.0,0.34,2022-09-11,553.0,1038.8719999999998,11805.215471512374
Peck,John,33,171.7,39.1,F,non,doctorat,Bretagne,non,oui,2158.0,divorcé,2.0,0.9,2024-01-27,577.0,767.842,25563.880471757904
Davidson,Aaron,70,169.1,62.6,H,non,bac,Normandie,non,non,2483.0,célibataire,5.0,0.09,2023-12-27,557.0,956.85,500.0
Grimes,Denise,27,174.7,80.5,H,non,master,Normandie,non,oui,2233.0,marié,1.0,0.62,2022-09-07,798.0,742.184,24270.20863280798
Paul,Roberto,40,171.2,55.1,F,non,doctorat,Île-de-France,oui,oui,2023.0,marié,4.0,0.79,2021-11-15,576.0,747.6619999999999,18179.788622728905
Brown,Brad,59,193.19399999999996,72.7,F,non,bac+2,Corse,oui,oui,1659.0,divorcé,3.0,0.25,2023-03-25,361.0,850.1899999999999,500.0
Perez,Jonathan,45,175.8,76.5,H,non,aucun,Bretagne,non,oui,2654.0,divorcé,2.0,0.74,2023-08-14,577.0,687.616,14529.58256709109
Rose,Julie,29,163.2,72.7,F,non,bac+2,Occitanie,non,oui,3158.0,célibataire,2.0,0.02,2021-05-12,577.0,1025.818,12643.73128427776
Novak,Kathryn,32,156.7,60.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,1766.0,célibataire,0.0,0.02,2021-02-02,580.0,821.5319999999999,6065.297556901488
Bush,Jorge,28,178.1,74.4,H,non,master,Bretagne,oui,oui,3749.0,divorcé,3.0,0.07,2020-03-11,766.0,826.8199999999999,13951.858356926174
Krueger,Tara,19,185.5,82.6,F,oui,aucun,Île-de-France,non,oui,500.0,divorcé,3.0,0.91,2021-12-18,581.0,482.6199999999999,6453.088426604251
Clements,Allen,74,170.6,55.1,H,oui,doctorat,Normandie,oui,non,500.0,veuf,3.0,0.01,2022-03-15,623.0,654.534,500.0
Ward,Timothy,41,159.7,76.8,F,non,aucun,Bretagne,oui,non,2227.0,célibataire,4.0,0.33,2023-05-18,739.0,844.1299999999999,500.0
Diaz,Lawrence,30,171.0,45.3,H,oui,aucun,Occitanie,non,oui,2242.0,marié,1.0,0.82,2024-01-23,400.0,750.656,7405.375956687081
Brown,Kelsey,46,165.2,68.6,H,non,master,Île-de-France,non,oui,4453.0,veuf,4.0,0.55,2025-01-11,576.0,893.3140000000001,38007.01891969257
Phillips,Wendy,38,160.7,87.2,F,oui,aucun,Normandie,oui,oui,1468.0,célibataire,0.0,0.84,2020-05-16,580.0,707.06,500.0
Lopez,Anthony,53,177.9,81.6,F,non,bac+2,Hauts-de-France,oui,oui,1210.0,marié,1.0,0.81,2024-12-16,553.0,1024.91,500.0
Robinson,Natalie,43,174.1,60.7,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,1905.0,divorcé,5.0,0.63,2024-12-23,706.0,932.4860000000001,500.0
Stevenson,Greg,22,174.4,55.7,F,oui,bac+2,Bretagne,oui,oui,1992.0,divorcé,0.0,0.46,2024-08-04,580.0,581.558,22308.466135450788
Crawford,Christopher,61,173.9,64.6,F,oui,master,Corse,non,oui,3780.0,veuf,3.0,0.88,2024-06-27,581.0,982.6359999999999,16585.611169729742
Wheeler,Timothy,72,181.7,94.2,H,oui,doctorat,Corse,oui,oui,2804.0,célibataire,1.0,0.02,2024-10-28,553.0,701.928,18828.598529215637
Richards,Aaron,64,153.8,68.9,H,non,bac,Île-de-France,oui,oui,2079.0,veuf,3.0,0.19,2021-12-19,383.0,784.626,500.0
Fields,Anita,72,160.8,70.3,H,non,bac,Hauts-de-France,non,oui,4142.0,veuf,3.0,0.46,2020-10-22,581.0,709.792,16669.83357559903
Rodriguez,Susan,51,178.6,76.8,F,oui,doctorat,Bretagne,non,oui,500.0,célibataire,1.0,0.65,2021-11-22,427.0,806.098,20029.040757701445
Atkins,Dana,52,166.0,58.5,F,non,master,Hauts-de-France,non,non,1208.0,célibataire,5.0,0.75,2022-05-08,409.0,1023.4540000000001,500.0
Stanley,Matthew,39,160.6,79.2,F,non,bac+2,Île-de-France,oui,oui,1346.0,divorcé,2.0,0.66,2020-02-06,453.0,859.7280000000001,4672.653006666625
Hall,Shannon,67,161.3,77.6,H,non,doctorat,Occitanie,oui,oui,3354.0,célibataire,5.0,0.66,2021-06-20,557.0,745.09,12341.673524452784
Adkins,Kathryn,75,165.6,80.2,F,non,bac,Auvergne-Rhône-Alpes,non,oui,2179.0,veuf,4.0,0.6,2025-06-08,557.0,1038.54,16307.7229371125
Fleming,Henry,62,163.7,70.2,F,non,aucun,Normandie,non,non,2889.0,veuf,0.0,0.78,2022-07-22,731.0,935.59,500.0
Grant,Belinda,52,176.8,76.9,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,500.0,veuf,1.0,1.0,2021-11-08,553.0,713.5759999999999,500.0
Hernandez,Duane,36,164.2,95.1,F,non,bac,Île-de-France,non,non,2603.0,veuf,2.0,0.52,2021-03-10,749.0,773.056,500.0
Hall,Frederick,58,177.4,75.1,H,oui,doctorat,Île-de-France,oui,non,500.0,marié,4.0,0.78,2021-02-13,576.0,482.6199999999999,500.0
Cross,William,28,171.2,59.1,H,oui,bac,Hauts-de-France,non,non,1617.0,célibataire,3.0,0.97,2022-11-13,527.0,832.548,500.0
Walker,Edward,75,160.0,55.2,F,oui,aucun,Normandie,oui,oui,3094.0,marié,2.0,0.89,2024-06-10,788.0,545.51,500.0
White,Tammy,45,167.6,42.6,F,oui,aucun,Bretagne,non,non,2201.0,célibataire,2.0,0.11,2020-10-06,713.0,861.874,500.0
Torres,Alex,23,163.8,81.5,H,non,bac,Bretagne,non,non,1951.0,divorcé,4.0,0.44,2020-02-24,796.0,929.7220000000001,500.0
Good,Mary,62,159.5,68.8,F,oui,master,Île-de-France,non,non,1280.0,veuf,4.0,0.82,2021-11-16,576.0,656.528,1884.297526809592
Simmons,David,26,176.1,69.4,H,non,master,Corse,non,oui,3763.0,veuf,4.0,0.78,2021-06-09,329.0,651.61,14522.126515169555
Harris,Michael,49,160.2,44.2,H,non,doctorat,Corse,oui,oui,1625.0,marié,2.0,0.22,2021-12-27,577.0,691.964,500.0
Oneill,Laura,55,149.7,75.9,F,non,bac,Corse,oui,non,2132.0,divorcé,1.0,0.5,2022-06-05,788.0,792.522,500.0
Graham,Joseph,72,162.9,85.4,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,1030.0,célibataire,2.0,0.88,2022-05-20,577.0,714.6379999999999,6207.133077697636
Fowler,James,58,171.8,60.7,H,oui,doctorat,Bretagne,non,oui,500.0,divorcé,5.0,0.13,2025-03-02,303.0,806.098,29528.875266421812
Gill,Tammy,23,162.6,58.8,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,4011.0,célibataire,1.0,0.1,2022-01-18,777.0,694.074,16897.175791866368
Perry,Larry,54,171.5,53.2,H,oui,doctorat,Île-de-France,non,non,2916.0,célibataire,0.0,0.27,2023-04-20,580.0,835.79,4983.121205473664
Proctor,Brittany,49,152.2,85.5,F,oui,doctorat,Bretagne,oui,non,1543.0,célibataire,1.0,0.24,2024-10-24,553.0,813.21,500.0
Smith,George,24,176.0,42.0,H,oui,aucun,Bretagne,oui,oui,3263.0,marié,4.0,0.63,2022-05-24,576.0,867.0,15637.902593210303
Rodriguez,Matthew,72,165.8,97.8,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,500.0,célibataire,1.0,0.35,2023-11-14,553.0,646.14,500.0
Johnston,David,20,168.7,72.2,H,oui,bac,Île-de-France,non,oui,3697.0,marié,0.0,0.54,2024-10-28,580.0,885.8340000000001,31123.972598378
Long,William,43,166.2,52.5,F,oui,bac+2,Occitanie,non,oui,1742.0,divorcé,5.0,0.35,2024-02-24,539.0,753.396,21033.4467332044
White,Ronald,62,164.4,84.6,F,non,master,Occitanie,oui,non,2155.0,veuf,1.0,0.23,2020-07-21,485.0,839.45,500.0
Morrow,Nicholas,19,181.2,62.9,H,non,bac,Occitanie,non,oui,2534.0,marié,4.0,0.95,2022-04-01,711.0,723.874,11649.068381015972
Frederick,Shelly,74,180.4,67.9,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,1938.0,marié,4.0,0.13,2022-01-05,576.0,1112.716,500.0
Willis,Sarah,53,185.2,72.6,H,non,master,Normandie,non,oui,1642.0,marié,2.0,0.43,2024-07-25,577.0,661.392,15993.57344877286
Austin,David,28,162.5,69.7,F,non,bac,Hauts-de-France,non,oui,1905.0,veuf,1.0,0.83,2024-07-15,553.0,817.23,564.2001804505054
Allen,Emily,28,178.7,47.1,F,oui,master,Île-de-France,oui,oui,2511.0,veuf,3.0,0.92,2024-03-24,581.0,701.062,21710.830735956435
Turner,Alex,24,170.8,55.5,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,1694.0,célibataire,1.0,0.83,2023-11-24,415.0,833.53,500.0
Hicks,Christine,19,172.4,80.9,F,oui,bac+2,Hauts-de-France,non,non,512.0,divorcé,5.0,0.28,2025-04-19,800.0,765.182,500.0
Harris,Mary,52,167.4,61.0,H,non,bac,Normandie,oui,non,1632.0,veuf,2.0,0.49,2021-01-24,577.0,265.2039,500.0
Page,Tara,22,174.3,74.9,F,oui,master,Bretagne,non,oui,3184.0,veuf,3.0,0.88,2023-06-02,581.0,820.4060000000002,34093.93217498821
Holden,Matthew,34,166.8,75.4,H,non,bac,Normandie,oui,oui,1434.0,divorcé,2.0,0.77,2024-09-22,682.0,743.4060000000001,500.0
Tapia,George,63,177.5,98.6,H,oui,bac,Normandie,oui,oui,2692.0,marié,1.0,0.04,2023-11-17,553.0,895.258,9022.97416107141
Harris,Kristina,38,170.4,64.9,H,non,aucun,Île-de-France,non,oui,2934.0,divorcé,0.0,0.64,2022-06-05,342.0,889.6619999999999,6403.612522572084
West,Laura,37,173.2,80.4,H,oui,bac+2,Corse,non,oui,1460.0,veuf,2.0,0.49,2024-02-24,300.0,1059.92,10235.03751108291
Eaton,Austin,31,154.8,57.5,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2032.0,divorcé,2.0,0.38,2020-04-10,527.0,802.3199999999999,16636.69263557818
Diaz,Amber,66,160.7,60.5,F,non,doctorat,Corse,oui,oui,2567.0,divorcé,1.0,0.49,2022-08-23,553.0,505.96799999999996,500.0
Smith,Michelle,34,170.9,72.7,F,non,aucun,Normandie,oui,non,1004.0,célibataire,3.0,0.32,2021-02-26,581.0,661.62,500.0
Morales,Julie,70,164.2,59.9,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,677.0,célibataire,5.0,0.29,2020-07-09,557.0,917.918,500.0
Murphy,Jacob,24,177.4,64.9,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,3165.0,veuf,1.0,0.99,2023-12-22,553.0,1018.4920000000002,500.0
Flores,Jared,46,179.7,78.7,H,non,bac+2,Hauts-de-France,oui,oui,1580.0,veuf,3.0,0.55,2022-03-07,581.0,316.55,500.0
